key	key_stem	linga	vyutpatti	nirvacana	base	chain	pratyaya	qualifier	unadi_ref	sutra_quoted	lnum	page	unadi_ref_project	unadi_match
niHsrAvaH	niHsrAva	puM	niHsravatIti . nir + sru + RaH .	niHsravatIti	nir	nir + sru + RaH	RaH	sru +			18818	2-875-b		
niHsvaH	niHsva	tri	nirnAsti svaM DanaM yasya .	nirnAsti svaM DanaM yasya .							18819	2-875-b		
nikawaM	nikawa	tri	ni samIpe kawatIti . ni + kawa + ac .	ni samIpe kawatIti	ni	ni + kawa + ac	ac	kawa +			18820	2-875-b		
nikaraH	nikara	puM	nikaroti vyApnotIti . ni + kf + ac .	nikaroti vyApnotIti	ni	ni + kf + ac	ac	kf +			18821	2-875-c		
nikarzaRaM	nikarzaRa	klI	nirnAsti karzaRaM yatra .	nirnAsti karzaRaM yatra .							18822	2-875-c		
nikazaH	nikaza	puM	nikazati pinazwi svarRAdikaM yatreti . ni + kaza + “ gocarasaYcareti . ” 3 . 3 . 119 . iti cakArAt GaH .	nikazati pinazwi svarRAdikaM yatreti	ni	ni + kaza + gocarasaYcareti .  3 . 3 . 119 . iti cakArAt GaH	GaH	kaza +  gocarasaYcareti  3 3 119 iti cakArAt		gocarasaYcareti .	18823	2-875-c		
nikazA	nikazA	strI	nikazati hinastIti . kaza hiMse + padAdyac . tatazwAp .	nikazati hinastIti	kaza hiMse	kaza hiMse + padAdyac . tatazwAp	tatazwAp	padAdyac			18824	2-875-c		
nikazA	nikazA	vya	ni + kaza gatO + “ AH samin- nikaziByAm . ” uRAM . 4 . 174 . iti AH .		ni	ni + kaza gatO + AH samin- nikaziByAm .  uRAM . 4 . 174 . iti AH	AH	kaza gatO +  AH samin- nikaziByAm .  uRAM . 4 . 174		AH samin- nikaziByAm .	18825	2-875-c		
nikazAtmajaH	nikazAtmaja	puM	nikazAyA AtmajaH .	nikazAyA AtmajaH .							18826	2-875-c		
nikasaH	nikasa	puM	nikasati pinazwi svarRAdikaM yatra . ni + kasa + GaH .	nikasati pinazwi svarRAdikaM yatra	ni	ni + kasa + GaH	GaH	kasa +			18827	2-875-c		
nikAmaM	nikAma	klI	ni + kama icCAyAm + GaY .		ni	ni + kama icCAyAm + GaY	GaY	kama icCAyAm +			18828	2-875-c		
nikAyaH	nikAya	puM	nicIyate iti . ni + ci + “ saNGe cAnOttarADaryye . ” 3 . 3 . 42 . iti GaY . AdeSca kaH .	nicIyate iti	ni	ni + ci + saNGe cAnOttarADaryye .  3 . 3 . 42 . iti GaY . AdeSca kaH	kaH	ci +  saNGe cAnOttarADaryye  3 3 42 iti GaY AdeSca		saNGe cAnOttarADaryye .	18829	2-875-c		
nikAyyaH	nikAyya	puM	nicIyata'smin DAnyAdikamiti . ni + ci + “ pAyyasAMnAyyanikAyyeti . ” 3 . 1 . 129 . iti Ryatpratyayena nipAtanAt sADuH .	nicIyata'smin DAnyAdikamiti	ni	ni + ci + pAyyasAMnAyyanikAyyeti .  3 . 1 . 129 . iti Ryatpratyayena nipAtanAt sADuH	sADuH	ci +  pAyyasAMnAyyanikAyyeti  3 1 129 iti Ryatpratyayena nipAtanAt		pAyyasAMnAyyanikAyyeti .	18830	2-876-a		
nikAraH	nikAra	puM	ni + kf + GaY .		ni	ni + kf + GaY	GaY	kf +			18831	2-876-a		
nikAraRaM	nikAraRa	klI	nikArayati kliSnAtyaneneti . ni + kf + Ric + lyuw .	nikArayati kliSnAtyaneneti	ni	ni + kf + Ric + lyuw	lyuw	kf + Ric +			18832	2-876-a		
nikAsaH	nikAsa	tri	nikAsate SoBate'nena iti . kAsa dIptO + karaRe lyuw .	nikAsate SoBate'nena iti	kAsa dIptO	kAsa dIptO + karaRe lyuw	lyuw	karaRe			18833	2-876-a		
nikuYcakaH	nikuYcaka	puM	nikuYcatIti . ni + kunca kOwilye + Rvul .	nikuYcatIti	ni	ni + kunca kOwilye + Rvul	Rvul	kunca kOwilye +			18834	2-876-a		
nikuYcitaM	nikuYcita	klI	ni + kuYca + ktaH .		ni	ni + kuYca + ktaH	ktaH	kuYca +			18835	2-876-a		
nikuYjaM	nikuYja	puM klI	nitarAM kO pfTivyAM jAyate iti . jan + qaH . pfzodarAditvAt mumAgame sADuH .	nitarAM kO pfTivyAM jAyate iti	jan	jan + qaH . pfzodarAditvAt mumAgame sADuH	sADuH	qaH pfzodarAditvAt mumAgame			18836	2-876-a		
nikuYjikAmlA	nikuYjikAmlA	strI	nikuYjikA kuYjodBavA amlA .	nikuYjikA kuYjodBavA amlA .							18837	2-876-a		
nikumBaH	nikumBa										18838	2-876-a		
nikumBAKyavIjaM	nikumBAKyavIja	klI	nikumBAKyasya dantikA- vfkzasya bIjavat bIjaM yasya .	nikumBAKyasya dantikA- vfkzasya bIjavat bIjaM yasya .							18839	2-876-b		
nikumBitaM	nikumBita										18840	2-876-b		
nikumBI	nikumBI	strI	nikumBa + gOrAditvAt NIz .		nikumBa	nikumBa + gOrAditvAt NIz	NIz	gOrAditvAt			18841	2-876-b		
nikurambaM	nikuramba	klI	nikuratIti . ni + kura + bAhu- lakAt ambac .	nikuratIti	ni	ni + kura + bAhu- lakAt ambac	ambac	kura + bAhu- lakAt			18842	2-876-b		
nikftaH	nikfta	tri	ni + kf + ktaH .		ni	ni + kf + ktaH	ktaH	kf +			18843	2-876-c		
nikftiH	nikfti	strI	ni + kf + ktin .		ni	ni + kf + ktin	ktin	kf +			18844	2-876-c		
nikfzwaH	nikfzwa	tri	ni + kfza + ktaH .		ni	ni + kfza + ktaH	ktaH	kfza +			18845	2-876-c		
niketaH	niketa	puM	niketati nivasatyasminniti . ni + kita nivAse + aDikaraRe GaY .	niketati nivasatyasminniti	ni	ni + kita nivAse + aDikaraRe GaY	GaY	kita nivAse + aDikaraRe			18846	2-876-c		
niketanaM	niketana	klI	niketati nivasatya sminniti . ni + kita + aDikaraRe lyuw .	niketati nivasatya sminniti	ni	ni + kita + aDikaraRe lyuw	lyuw	kita + aDikaraRe			18847	2-876-c		
nikocakaH	nikocaka	puM	nikocati SabdAyate . ni + kuca Sabde + vun .	nikocati SabdAyate	ni	ni + kuca Sabde + vun	vun	kuca Sabde +			18848	2-876-c		
nikoWakaH	nikoWaka	puM	nikocakaH + pfzodarAditvAt casya WaH .		nikocakaH	nikocakaH + pfzodarAditvAt casya WaH	WaH	pfzodarAditvAt casya			18849	2-876-c		
nikvaRaH	nikvaRa	puM	ni + kvaRa Sabde + “ kvaRo vIRAyAYca . ” 3 . 3 . 65 . iti ap .		ni	ni + kvaRa Sabde + kvaRo vIRAyAYca .  3 . 3 . 65 . iti ap	ap	kvaRa Sabde +  kvaRo vIRAyAYca .  3 . 3 . 65		kvaRo vIRAyAYca .	18850	2-876-c		
nikvARaH	nikvARa	puM	ni + kvaRa Sabde + pakze GaY .		ni	ni + kvaRa Sabde + pakze GaY	GaY	kvaRa Sabde + pakze			18851	2-877-a		
niKarbbaM	niKarbba	klI	niKarbbati bahulasaMKyAM gacCatIti . ni + Karbba gatO + pacAdyac .	niKarbbati bahulasaMKyAM gacCatIti	ni	ni + Karbba gatO + pacAdyac	pacAdyac	Karbba gatO +			18852	2-877-a		
niKarbbaH	niKarbba	tri	nitarAM KarbbaH .	nitarAM KarbbaH .							18853	2-877-a		
niKilaM	niKila	tri	nivfttaM KilaM Sezo yasmAt .	nivfttaM KilaM Sezo yasmAt .							18854	2-877-a		
nigaqaH	nigaqa	puM klI	nigalati baDnAtIti . ni + gala + ac . lasya qatvam .	nigalati baDnAtIti	ni	ni + gala + ac . lasya qatvam	qatvam	gala + ac lasya			18855	2-877-a		
nigaqitaH	nigaqita	tri	ni + gala + ktaH . lasya qatvam . yadvA, nigaqo jAto'syeti . tArakAdityAt itac .		ni	ni + gala + ktaH . lasya qatvam . yadvA, nigaqo jAto'syeti . tArakAdityAt itac	itac	gala + ktaH lasya qatvam yadvA, nigaqo jAto'syeti tArakAdityAt			18856	2-877-a		
nigaRaH	nigaRa										18857	2-877-a		
nigadaH	nigada	puM	ni + gada BAze + “ nO gadanadapaWa- svanaH . ” 3 . 3 . 64 . iti ap .		ni	ni + gada BAze + nO gadanadapaWa- svanaH .  3 . 3 . 64 . iti ap	ap	gada BAze +  nO gadanadapaWa- svanaH .  3 . 3 . 64		nO gadanadapaWa- svanaH .	18858	2-877-a		
nigamaH	nigama	puM	nigame puryyAM BavaH . nigama + “ tatra BavaH . ” 4 . 3 . 53 . ityaR . saMjYApUrvvakatvAt vfdDyaBAvaH .	nigame puryyAM BavaH	nigama	nigama + tatra BavaH .  4 . 3 . 53 . ityaR . saMjYApUrvvakatvAt vfdDyaBAvaH	vfdDyaBAvaH	tatra BavaH  4 3 53 ityaR saMjYApUrvvakatvAt		tatra BavaH .	18859	2-877-a		
nigaraH	nigara	puM	ni + gF + “ fdorap . ” 3 . 3 . 57 . iti BAve ap .		ni	ni + gF + fdorap .  3 . 3 . 57 . iti BAve ap	ap	gF +  fdorap  3 3 57 iti BAve		fdorap .	18860	2-877-b		
nigaraRaM	nigaraRa	klI	ni + gF BakzaRe + BAve lyuw .		ni	ni + gF BakzaRe + BAve lyuw	lyuw	gF BakzaRe + BAve			18861	2-877-b		
nigaraRaH	nigaraRa	puM	nigIryyate Bakzyate'neneti . ni + gF + karaRe lyuw .	nigIryyate Bakzyate'neneti	ni	ni + gF + karaRe lyuw	lyuw	gF + karaRe			18862	2-877-b		
nigAdaH	nigAda	puM	ni + gada BAze + patte GaY .		ni	ni + gada BAze + patte GaY	GaY	gada BAze + patte			18863	2-877-b		
nigAraH	nigAra	puM	ni + gF BakzaRe + BAve GaY .		ni	ni + gF BakzaRe + BAve GaY	GaY	gF BakzaRe + BAve			18864	2-877-b		
nigAlaH	nigAla	puM	nigalati Bakzayatyaneneti . ni + gala BakzaRe + karaRe GaY .	nigalati Bakzayatyaneneti	ni	ni + gala BakzaRe + karaRe GaY	GaY	gala BakzaRe + karaRe			18865	2-877-b		
nigAlavAn	nigAlavAn	puM	nigAlo'styasyeti . nigAla + matup masya vaH .	nigAlo'styasyeti	nigAla	nigAla + matup masya vaH	vaH	matup masya			18866	2-877-b		
niguH	nigu	puM	nigamyate vidyate'neneti . ni + gama + bAhulakAt quH .	nigamyate vidyate'neneti	ni	ni + gama + bAhulakAt quH	quH	gama + bAhulakAt			18867	2-877-b		
nigUQaH	nigUQa	puM	niguhyate saMvriyate iti . ni + guha + ktaH . “ yasya viBAzA . ” 7 . 2 . 15 . iti . new .	niguhyate saMvriyate iti	ni	ni + guha + ktaH .  yasya viBAzA .  7 . 2 . 15 . iti . new	new	guha + ktaH  yasya viBAzA  7 2 15 iti		yasya viBAzA .	18868	2-877-b		
nigrahaH	nigraha	puM	niyamena grahaRamiti . ni + graha + “ grahavfdriti . ” 3 . 3 . 58 . iti ap .	niyamena grahaRamiti	ni	ni + graha + grahavfdriti .  3 . 3 . 58 . iti ap	ap	graha +  grahavfdriti .  3 . 3 . 58		grahavfdriti .	18869	2-877-b		
nigrAhaH	nigrAha	puM	ni + graha + “ AkroSe'vanyorgrahaH . ” 3 . 3 . 45 . iti GaY .		ni	ni + graha + AkroSe'vanyorgrahaH .  3 . 3 . 45 . iti GaY	GaY	graha +  AkroSe'vanyorgrahaH .  3 . 3 . 45		AkroSe'vanyorgrahaH .	18870	2-877-c		
niGaH	niGa	puM	niyamitaM nirvviSezeRa vA hanyate jYAyate iti . ni + hana + “ niGo nimitam . ” 3 . 3 . 87 . nipAtanAt sADuH .	niyamitaM nirvviSezeRa vA hanyate jYAyate iti	ni	ni + hana + niGo nimitam .  3 . 3 . 87 . nipAtanAt sADuH	sADuH	hana +  niGo nimitam  3 3 87 nipAtanAt		niGo nimitam .	18871	2-877-c		
niGaRwikA	niGaRwikA										18872	2-877-c		
niGaRwuH	niGaRwu	puM	niGaRwati SoBate iti . GaRwa- dIptO + “ mfgayvAdayaSca . ” uRAM . 1 . 38 . iti kupratyayena sADuH .	niGaRwati SoBate iti	GaRwa- dIptO	GaRwa- dIptO + mfgayvAdayaSca .  uRAM . 1 . 38 . iti kupratyayena sADuH	sADuH	mfgayvAdayaSca  uRAM 1 38 iti kupratyayena		mfgayvAdayaSca .	18873	2-877-c	1.37	
niGasaH	niGasa	puM	nyadanamiti . ni + ad BakzaRe + “ nO Ra ca . ” 3 . 3 . 60 . iti ap . “ GaYapoSca . ” 2 . 4 . 38 . iti GaslAdeSaH .	nyadanamiti	ni	ni + ad BakzaRe + nO Ra ca .  3 . 3 . 60 . iti ap .  GaYapoSca .  2 . 4 . 38 . iti GaslAdeSaH	GaslAdeSaH	ad BakzaRe +  nO Ra ca .  3 . 3 . 60 . iti ap .  GaYapoSca .  2 . 4 . 38		nO Ra ca .	18874	2-877-c		
niGAtiH	niGAti	strI	nihanyate'nayeti . ni + “ vasi- vapiyajIti . ” uRAM . 4 . 124 . iti iY tataH kutvam .	nihanyate'nayeti	ni	ni + vasi- vapiyajIti .  uRAM . 4 . 124 . iti iY tataH kutvam	kutvam	vasi- vapiyajIti  uRAM 4 124 iti iY tataH		vasi- vapiyajIti .	18875	2-877-c		
niGuzwaM	niGuzwa	klI	niGuzyate smeti . ni + Guz + BAve ktaH .	niGuzyate smeti	ni	ni + Guz + BAve ktaH	ktaH	Guz + BAve			18876	2-877-c		
niGfzvaH	niGfzva	puM	ni + Gfzu saMGarze + “ sarvvaniGfzva- rizveti . ” uRAM . 1 . 153 . iti vanpratyayena nipAtanAt sADuH .		ni	ni + Gfzu saMGarze + sarvvaniGfzva- rizveti .  uRAM . 1 . 153 . iti vanpratyayena nipAtanAt sADuH	sADuH	Gfzu saMGarze +  sarvvaniGfzva- rizveti  uRAM 1 153 iti vanpratyayena nipAtanAt		sarvvaniGfzva- rizveti .	18877	2-877-c		
niGnaH	niGna	tri	nihanyate nigfhyate iti . ni + hana + GaYarTe kaH . niyamyatvAdevAsya taTAtvam .	nihanyate nigfhyate iti	ni	ni + hana + GaYarTe kaH . niyamyatvAdevAsya taTAtvam	taTAtvam	hana + GaYarTe kaH niyamyatvAdevAsya			18878	2-877-c		
nicayaH	nicaya										18879	2-878-a		
nicikI	nicikI	strI	nicinA kAyati SoBate iti . kE + ka . gOrAditvAt NIz .	nicinA kAyati SoBate iti	kE	kE + ka . gOrAditvAt NIz	NIz	ka gOrAditvAt			18880	2-878-a		
nicitaM	nicita	tri	nicIyate smeti . ni + ci + kta .	nicIyate smeti	ni	ni + ci + kta	kta	ci +			18881	2-878-a		
niculaH	nicula	puM	nicolati samucCrayatIti . ni + cula + “ igupaDajYeti . ” 3 . 1 . 135 . iti kaH .	nicolati samucCrayatIti	ni	ni + cula + igupaDajYeti .  3 . 1 . 135 . iti kaH	kaH	cula +  igupaDajYeti .  3 . 1 . 135		igupaDajYeti .	18882	2-878-a		
niculakaM	niculaka	klI	nicula iva pratikftiH . “ ive pratikftO . ” 5 . 3 . 96 . iti kan .	nicula iva pratikftiH . “ ive pratikftO . ” 5 . 3 . 96 . iti kan .						ive pratikftO .	18883	2-878-a		
nicolaH	nicola	puM	nicolyata iti . ni + cula + GaY .	nicolyata iti	ni	ni + cula + GaY	GaY	cula +			18884	2-878-a		
nicolakaH	nicolaka	puM	nicola iva kAyatIti . kE + ka .	nicola iva kAyatIti	kE	kE + ka	ka				18885	2-878-a		
nicCaviH	nicCavi	strI	nikfzwA CaviH sAdfSya yatra .	nikfzwA CaviH sAdfSya yatra .							18886	2-878-a		
nicCiviH	nicCivi										18887	2-878-a		
nijaM	nija	tri	niScayena jAyata iti . ni + jana + qaH .	niScayena jAyata iti	ni	ni + jana + qaH	qaH	jana +			18888	2-878-b		
niw	niw	[S] strI	nitarAM Syati tanUkaroti vyApArAniti . So + kaH . pfzodarAditvAt sADuH .	nitarAM Syati tanUkaroti vyApArAniti	So	So + kaH . pfzodarAditvAt sADuH	sADuH	kaH pfzodarAditvAt			18889	2-878-b		
niqInaM	niqIna	klI	nIcErqInaM patanamastyasmin .	nIcErqInaM patanamastyasmin .							18890	2-878-b		
niRqikA	niRqikA										18891	2-878-b		
nitambaH	nitamba	puM	niBftaM tamyate AkANkzyate kAmukE- riti . tamu AkANkzAyAm + ulvAdayaSceti sADuH . yadbA, nitambati pIqayati nAyaka- cittamiti . ni + tamba hiMsAyAm + ac .	niBftaM tamyate AkANkzyate kAmukE- riti	tamu AkANkzAyAm	tamu AkANkzAyAm + ulvAdayaSceti sADuH . yadbA, nitambati pIqayati nAyaka- cittamiti . ni + tamba hiMsAyAm + ac	ac	ulvAdayaSceti sADuH yadbA, nitambati pIqayati nAyaka- cittamiti ni + tamba hiMsAyAm +			18892	2-878-b		
nitambinI	nitambinI	strI	atiSayito nitambo'styasyA iti . nitamba + “ ata iniWanO . ” 5 . 2 . 115 . iti iniH striyAM NIp .	atiSayito nitambo'styasyA iti	nitamba	nitamba + ata iniWanO .  5 . 2 . 115 . iti iniH striyAM NIp	NIp	ata iniWanO  5 2 115 iti iniH striyAM		ata iniWanO .	18893	2-878-b		
nitarAM	nitarA	[m] vya	ni + tarap + “ kimettiNavya- yeti . ” 5 . 4 . 11 . amupratyayaH .		ni	ni + tarap + kimettiNavya- yeti .  5 . 4 . 11 . amupratyayaH	amupratyayaH	tarap +  kimettiNavya- yeti  5 4 11		kimettiNavya- yeti .	18894	2-878-c		
nitalaM	nitala	klI	nitarAM talamaDoBAgo yasmin .	nitarAM talamaDoBAgo yasmin .							18895	2-878-c		
nitAntaM	nitAnta	klI	nitAmyatIti . tama + karttari ktaH . “ anunAsikasyeti . ” 6 . 4 . 15 . iti dIrGaH .	nitAmyatIti	tama	tama + karttari ktaH .  anunAsikasyeti .  6 . 4 . 15 . iti dIrGaH	dIrGaH	karttari ktaH .  anunAsikasyeti .  6 . 4 . 15		anunAsikasyeti .	18896	2-878-c		
nityaM	nitya	klI	niyamena Bavam . ni + “ avyayAt tyap . ” 4 . 2 . 104 . iti tyap .	niyamena Bavam	ni	ni + avyayAt tyap .  4 . 2 . 104 . iti tyap	tyap	avyayAt tyap .  4 . 2 . 104		avyayAt tyap .	18897	2-878-c		
nityaH	nitya	tri	niyamena BavaH . ni + “ avyayAt tyap . ” 4 . 2 . 104 . ityatra “ tyap nerGruva iti vaktavyam . ” iti vArttikoktyA tyap .	niyamena BavaH	ni	ni + avyayAt tyap .  4 . 2 . 104 . ityatra  tyap nerGruva iti vaktavyam .  iti vArttikoktyA tyap	tyap	avyayAt tyap  4 2 104 ityatra  tyap nerGruva iti vaktavyam  iti vArttikoktyA		avyayAt tyap .	18898	2-878-c		
nityakarmma	nityakarmma	[n] klI	nityaM karmma .	nityaM karmma .							18899	2-878-c		
nityakzOraM	nityakzOra	klI	nityaM kAlAkAlABAvato rAga- prAptatvAt sadAtanaM kzOram .	nityaM kAlAkAlABAvato rAga- prAptatvAt sadAtanaM kzOram .							18900	2-879-a		
nityagatiH	nityagati	puM	nityaM gatirasyeti .	nityaM gatirasyeti .							18901	2-879-b		
nityadA	nityadA	vya	nitya + dAc .		nitya	nitya + dAc	dAc				18902	2-879-b		
nityadAnaM	nityadAna	klI	nityaM dEnandinaM dAnam .	nityaM dEnandinaM dAnam .							18903	2-879-b		
nityapralayaH	nityapralaya	puM	nityaH pralayaH .	nityaH pralayaH .							18904	2-879-b		
nityayOvanA	nityayOvanA	strI	nityaM sTiraM yOvanaM yasyAH .	nityaM sTiraM yOvanaM yasyAH .							18905	2-879-b		
nityavEkuRWaH	nityavEkuRWa	puM	nityaH sanAtano vEkuRWaH .	nityaH sanAtano vEkuRWaH .							18906	2-879-b		
nityA	nityA	strI	nitya + wAp .		nitya	nitya + wAp	wAp				18907	2-879-b		
nityAnaDyAyaH	nityAnaDyAya	puM	nityaM sarvvaTA yaTA taTA ana- DyAyaH aDyayanABAvaH .	nityaM sarvvaTA yaTA taTA ana- DyAyaH aDyayanABAvaH .							18908	2-879-b		
nityAnityavastuvivekaH	nityAnityavastuviveka	puM	nityAnitye vastunI tayorvvivekaH vivecanam .	nityAnitye vastunI tayorvvivekaH vivecanam .							18909	2-880-a		
nityABEravI	nityABEravI	strI	nityA tadAKyayA prasidDA BEravI .	nityA tadAKyayA prasidDA BEravI .							18910	2-880-a		
nidaM	nida	klI	nedatIti . nida kutsAyAm + “ igupaDajYeti . ” 3 . 1 . 135 . iti kaH .	nedatIti	nida kutsAyAm	nida kutsAyAm + igupaDajYeti .  3 . 1 . 135 . iti kaH	kaH	igupaDajYeti .  3 . 1 . 135		igupaDajYeti .	18911	2-880-a		
nidadruH	nidadru	puM	nidAt vizAt drAti palAyate iti . drA + mfgayvAditvAt kupratyayena sADuH .	nidAt vizAt drAti palAyate iti	drA	drA + mfgayvAditvAt kupratyayena sADuH	sADuH	mfgayvAditvAt kupratyayena			18912	2-880-a		
nidarSanaM	nidarSana	klI	nidfSyate'neneti . ni + dfS + lyuw .	nidfSyate'neneti	ni	ni + dfS + lyuw	lyuw	dfS +			18913	2-880-a		
nidarSanA	nidarSanA	strI	nidarSayatIti . ni + dfS + Ric + lyuH . wAp .	nidarSayatIti	ni	ni + dfS + Ric + lyuH . wAp	wAp	dfS + Ric + lyuH			18914	2-880-a		
nidAGaH	nidAGa	puM	nitarAM dahyate'tra anena vA . ni + daha + GaY . nyaNkvAditvAt kutvam .	nitarAM dahyate'tra anena vA	ni	ni + daha + GaY . nyaNkvAditvAt kutvam	kutvam	daha + GaY nyaNkvAditvAt			18915	2-880-c		
nidAGakaraH	nidAGakara	puM	nidAGA uzRAH karA kiraRAni yasya . nidAGasya uzRasya karo vA .	nidAGA uzRAH karA kiraRAni yasya . nidAGasya uzRasya karo vA .							18916	2-880-c		
nidAGakAlaH	nidAGakAla	puM	nidAGa eva kAlaH . nidA- Gasya kAlo vA .	nidAGa eva kAlaH . nidA- Gasya kAlo vA .							18917	2-880-c		
nidAnaM	nidAna	klI	ni niScayaM dIyate'neneti . ni + dA + karaRe lyuw .	ni niScayaM dIyate'neneti	ni	ni + dA + karaRe lyuw	lyuw	dA + karaRe			18918	2-880-c		
nidigDaM	nidigDa	tri	nidihyate smeti . diha upacaye + ktaH .	nidihyate smeti	diha upacaye	diha upacaye + ktaH	ktaH				18919	2-881-a		
nidigDA	nidigDA	strI	nidigDa + wAp .		nidigDa	nidigDa + wAp	wAp				18920	2-881-a		
nidigDikA	nidigDikA	strI	nidigDA + svArTe saMjYAyAM vA kan . kApi ata itvam .		nidigDA	nidigDA + svArTe saMjYAyAM vA kan . kApi ata itvam	itvam	svArTe saMjYAyAM vA kan kApi ata			18921	2-881-a		
nidiDyAsanaM	nidiDyAsana	klI	punaH punaratiSayena vA niDyAya- tIti . ni + DyE + san . tato BAve lyuw .	punaH punaratiSayena vA niDyAya- tIti	ni	ni + DyE + san . tato BAve lyuw	lyuw	DyE + san tato BAve			18922	2-881-a		
nideSaH	nideSa	puM	ni + diSa + GaY .		ni	ni + diSa + GaY	GaY	diSa +			18923	2-881-a		
nideSinI	nideSinI	strI	nidiSatIti . ni + diSa + Rini NIp .	nidiSatIti	ni	ni + diSa + Rini NIp	NIp	diSa + Rini			18924	2-881-a		
nidezwA	nidezwA	[f] tri	nidiSatIti . ni + diSa + tfc .	nidiSatIti	ni	ni + diSa + tfc	tfc	diSa +			18925	2-881-b		
nidrA	nidrA	strI	nindyate iti . nidi kutsAyAm + “ nindernalopaSca . ” uRAM . 2 . 17 . iti rak nalopaSca .	nindyate iti	nidi kutsAyAm	nidi kutsAyAm + nindernalopaSca .  uRAM . 2 . 17 . iti rak nalopaSca	nalopaSca	nindernalopaSca  uRAM 2 17 iti rak		nindernalopaSca .	18926	2-881-b	2.17	
nidrARaH	nidrARa	tri	ni + drA + ktaH . “ saMyogAderAto DAtoryaRvataH . ” 8 . 2 . 43 . iti tasya naH .		ni	ni + drA + ktaH .  saMyogAderAto DAtoryaRvataH .  8 . 2 . 43 . iti tasya naH	naH	drA + ktaH  saMyogAderAto DAtoryaRvataH  8 2 43 iti tasya		saMyogAderAto DAtoryaRvataH .	18927	2-881-c		
nidrAluH	nidrAlu	tri	nidrAtIti . ni + drA + “ spfhi- gfhIti . ” 3 . 2 . 158 . iti Aluc .	nidrAtIti	ni	ni + drA + spfhi- gfhIti .  3 . 2 . 158 . iti Aluc	Aluc	drA +  spfhi- gfhIti .  3 . 2 . 158		spfhi- gfhIti .	18928	2-881-c		
nidrAluH	nidrAlu	strI	nidrA deyatvenAstyasyA iti . nidrA + bAhulakAt AluH .	nidrA deyatvenAstyasyA iti	nidrA	nidrA + bAhulakAt AluH	AluH	bAhulakAt			18929	2-881-c		
nidrAvfkzaH	nidrAvfkza	puM	nidrAyA vfkza iva .	nidrAyA vfkza iva .							18930	2-881-c		
nidrAsaMjananaM	nidrAsaMjanana	klI	nidrAM saMjanayatIti . saM + jana + Ric + lyuH .	nidrAM saMjanayatIti	saM	saM + jana + Ric + lyuH	lyuH	jana + Ric +			18931	2-881-c		
niDanaM	niDana	klI	ni + DA + “ kFpFvfjimandini DAYaH kyuH . ” uRAM . 2 . 81 . iti kyuH .		ni	ni + DA + kFpFvfjimandini DAYaH kyuH .  uRAM . 2 . 81 . iti kyuH	kyuH	DA +  kFpFvfjimandini DAYaH kyuH .  uRAM . 2 . 81		kFpFvfjimandini DAYaH kyuH .	18932	2-881-c	2.82	
niDanaM	niDana	puM klI	ni + DA + kyuH .		ni	ni + DA + kyuH	kyuH	DA +			18933	2-881-c		
niDAnaM	niDAna	klI	niDIyate'treti . ni + DA + ADAre lyuw .	niDIyate'treti	ni	ni + DA + ADAre lyuw	lyuw	DA + ADAre			18934	2-881-c		
niDiH	niDi	puM	niDIyate'treti . ni + DA + kiH .	niDIyate'treti	ni	ni + DA + kiH	kiH	DA +			18935	2-882-a		
niDinATaH	niDinATa	puM	niDInAM nATaH .	niDInAM nATaH .							18936	2-883-a		
niDuvanaM	niDuvana	klI	nitarAM DuvanaM hastapadAdikampanaM yatra .	nitarAM DuvanaM hastapadAdikampanaM yatra .							18937	2-883-a		
niDyAnaM	niDyAna	klI	ni + DyE + lyuw .		ni	ni + DyE + lyuw	lyuw	DyE +			18938	2-883-a		
niDvAnaH	niDvAna	puM	ni + Dvana Sabde + GaY .		ni	ni + Dvana Sabde + GaY	GaY	Dvana Sabde +			18939	2-883-a		
ninadaH	ninada	puM	ni + nada + “ nO gadanadapaWasvanaH . ” 3 . 3 . 64 . iti ap .		ni	ni + nada + nO gadanadapaWasvanaH .  3 . 3 . 64 . iti ap	ap	nada +  nO gadanadapaWasvanaH .  3 . 3 . 64		nO gadanadapaWasvanaH .	18940	2-883-a		
ninAdaH	ninAda	puM	ni + nada + pakze GaY .		ni	ni + nada + pakze GaY	GaY	nada + pakze			18941	2-883-a		
nindakaH	nindaka	tri	nindati tacCIlaH . nidi kut- sAyAm + “ nidihiMseti . ” 3 . 2 . 146 . iti vuY .	nindati tacCIlaH	nidi kut- sAyAm	nidi kut- sAyAm + nidihiMseti .  3 . 2 . 146 . iti vuY	vuY	nidihiMseti .  3 . 2 . 146		nidihiMseti .	18942	2-883-a		
nindatalaH	nindatala	tri	nindaM nindArhaM talaM hastatalaM yasya .	nindaM nindArhaM talaM hastatalaM yasya .							18943	2-883-a		
nindanaM	nindana	klI	nidi kutsAyAm + BAve lyuw .		nidi kutsAyAm	nidi kutsAyAm + BAve lyuw	lyuw	BAve			18944	2-883-a		
nindA	nindA	strI	nindanamiti . nidi + “ guroSca halaH . ” 3 . 3 . 103 . iti striyAM aH .	nindanamiti	nidi	nidi + guroSca halaH .  3 . 3 . 103 . iti striyAM aH	aH	guroSca halaH  3 3 103 iti striyAM		guroSca halaH .	18945	2-883-a		
nindAstutiH	nindAstuti	strI	nindayA stutiH .	nindayA stutiH .							18946	2-883-b		
