key	lnum	page	text
Pena	8172	42	tiryakkARqaH, jalakAyaH 3243 qiRqIra-puM,abDikaPa-puM,Pena-puM qiRqIro'bDikaPaH Peno budbudasTAsakO samO (1077) .
Penila	8173	44	tiryakkARqaH, vanaspatikAyaH 3405 arizwa-puM,Penila-puM karkanDuH kuvalI kolirbadaryaTa halipriyaH . nIpaH kadambaH sAlastu sarjorizwastu PenilaH .. 1138 ..
PeraRqa	8174	49	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3892 sfgAla-puM,SfgAla-puM,jambuka-puM,Peru-puM,PeraRqa-puM,Perava-puM,SivA-strI,GoravASin-puM,BUrimAya-puM,gomAyu-puM,mfgaDUrtaka-puM,hUrava-puM,Baruja-puM,krozwf-puM sfgAlo jambukaH PeruH PeraRqaH PeravaH SivA .. 1289 .. GoravASI BUrimAyo gomAyurmfgaDUrtakaH . hUravo BarujaH krozwA SivABede'lpake kiKiH .. 1290 ..
Perava	8175	49	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3892 sfgAla-puM,SfgAla-puM,jambuka-puM,Peru-puM,PeraRqa-puM,Perava-puM,SivA-strI,GoravASin-puM,BUrimAya-puM,gomAyu-puM,mfgaDUrtaka-puM,hUrava-puM,Baruja-puM,krozwf-puM sfgAlo jambukaH PeruH PeraRqaH PeravaH SivA .. 1289 .. GoravASI BUrimAyo gomAyurmfgaDUrtakaH . hUravo BarujaH krozwA SivABede'lpake kiKiH .. 1290 ..
Peru	8176	49	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3892 sfgAla-puM,SfgAla-puM,jambuka-puM,Peru-puM,PeraRqa-puM,Perava-puM,SivA-strI,GoravASin-puM,BUrimAya-puM,gomAyu-puM,mfgaDUrtaka-puM,hUrava-puM,Baruja-puM,krozwf-puM sfgAlo jambukaH PeruH PeraRqaH PeravaH SivA .. 1289 .. GoravASI BUrimAyo gomAyurmfgaDUrtakaH . hUravo BarujaH krozwA SivABede'lpake kiKiH .. 1290 ..
PelA	8177	20	martyakARqaH 1318 BuktasamujJita-klI,PelA-strI,piRqoli-strI,Peli-strI tfptiH sOhityamAGrARamaTa BuktasamujJite .. 426 .. PelA piRqoliPelI ca svodarapUrake punaH . kukziMBarirAtmaMBarirudaraMBarirapyaTa .. 427 ..
Peli	8178	20	martyakARqaH 1318 BuktasamujJita-klI,PelA-strI,piRqoli-strI,Peli-strI tfptiH sOhityamAGrARamaTa BuktasamujJite .. 426 .. PelA piRqoliPelI ca svodarapUrake punaH . kukziMBarirAtmaMBarirudaraMBarirapyaTa .. 427 ..
baka	8179	51	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 4004 baka-puM,kahva-puM,bakowa-puM pumapatye cAwakEro dAtyUhe kAlakaRWakaH . jalaraNkurjalaraYjo bake kahvo bakowavat .. 1332 ..
bakanizUdana	8180	29	martyakARqaH 2146 BIma-puM,marutputra-puM,vfkodara-puM,kirmIranizUdana-puM,kIcakanizUdana-puM,bakanizUdana-puM,hiqambanizUdana-puM ajAtaSatruH SalyArirDarmaputro yuDizWiraH . kaNko'jamIQo BImastu marutputro vfkodaraH .. 707 .. ;p{0030} kirmIrakIcakabakahiqambAnAM nizUdanaH (708) .
bakula	8181	44	tiryakkARqaH, vanaspatikAyaH 3391 bakula-puM,kesara-puM bakulaH kesaro'SokaH kaMkelliH kakuBo'rjunaH (1135) .
bakowa	8182	51	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 4004 baka-puM,kahva-puM,bakowa-puM pumapatye cAwakEro dAtyUhe kAlakaRWakaH . jalaraNkurjalaraYjo bake kahvo bakowavat .. 1332 ..
bawu	8183	33	martyakARqaH 2466 bawu-puM,mARavaka-puM bawuH punarmARavako BikzA syAdgrAsamAtrakam .. 813 ..
bawUkaraRa	8184	33	martyakARqaH 2468 upanAya-puM,upanaya-puM,bawUkaraRa-klI,Anaya-puM upanAyastUpanayo bawUkaraRamAnayaH (814) .
baqiSa	8185	37	martyakARqaH 2844 baqiSa-klI,matsyaveDana-klI DIvare dASakEvartO baqiSaM matsyaveDanam (929) .
badarI	8186	44	tiryakkARqaH, vanaspatikAyaH 3402 karkanDu-puM,kuvalI-strI,koli-strI,badarI-strI karkanDuH kuvalI kolirbadaryaTa halipriyaH . nIpaH kadambaH sAlastu sarjorizwastu PenilaH .. 1138 ..
badDa	8187	21	martyakARqaH 1349 badDa-puM,nigaqita-puM,nadDa-puM,kIlita-puM,yantrita-puM,sita-puM,sandAnita-puM,saMyata-puM badDo nigaqito nadDaH kIlito yantritaH sitaH .. 438 .. saMdAnitaH saMyataSca syAduddAnaM tu banDanam (439) .
badDaBU	8188	39	tiryakkARqaH, pfTvIkAyaH 3019 kuwwima-klI,badDaBU-strI gehaBUrvAstu gehe tu gfhaM veSma niketanam .. 989 .. mandiraM sadanaM sadma nikAyyo BavanaM kuwaH . Alayo nilayaH SAlA saBodavasitaM kulam .. 990 .. DizRyamAvasaTaM sTAnaM pastyaM saMstyAya ASrayaH . oko nivAsa AvAso vasatiH SaraRaM kzayaH .. 991 .. DAmAgAraM niSAntaM ca kuwwimaM tvasya badDaBUH (992) .
baDira	8189	21	martyakARqaH 1398 akarRa-puM,eqa-puM,baDira-puM akarRa eqo baDiro duScarmA tu dvinagnakaH .. 454 .. vaRqaSca SipivizwaSca KoqaKorO tu KaYjake (455) .
bandin	8190	32	martyakARqaH 2416 sUta-puM,bandin-puM,maNgalapAWaka-puM GARwikAScAkrikAH sUto bandI maNgalapAWakaH .. 794 ..
bandin	8191	33	martyakARqaH 2446 bandin-puM,grahaka-puM,pragraha-puM,upagraha-puM cAraH kArA guptO bandyAM grahakaH propato grahaH .. 806 ..
banDa	8192	25	martyakARqaH 1742 indriyAyatana-klI,aNga-klI,vigraha-puM,kzetra-klI,gAtra-klI,tanu-strI,BUGana-puM,tanU-strI,mUrtimat-puM,karaRa-klI,kAya-puM,mUrti-strI,vera-puMklI,saMhanana-klI,deha-puMklI,saYcara-puM,Gana-puM,banDa-puM,pura-klI,piRqa-puMklI,vapus-klI,pudgala-puM,varzman-klI,kalevara-klI,SarIra-puMklI indriyAyatanamaNgavigrahO kzetragAtratanuBUGanAstanUH . mUrtimatkaraRakAyamUrtayo verasaMhananadehasaMcarAH .. 563 .. Gano banDaH puraM piRqo vapuH pudgalavarzmaRI . kalevaraM SarIre'sminnajIve kuRapaM SavaH .. 564 .. mftakaM ruRqakabanDO tvapaSIrze kriyAyuji (565) .
banDaka	8193	35	martyakARqaH 2697 ADi-puM,banDaka-puM pratiBUrlagnakaH sAkzI sTeya ADistu banDakaH .. 882 ..
banDakI	8194	24	martyakARqaH 1647 asatI-strI,itvarI-strI,puMScalI-strI,carzaRI-strI,banDakI-strI,avinItA-strI,pAMsulA-strI,svEriRI-strI,kulawA-strI kftasApatnikADyUQADivinnATa pativratA .. 527 .. ekapatnI sucaritrA sADvI satyasatItvarI . puMScalI carzaRI banDakyavinItA ca pAMsulA .. 528 .. svEriRI kulawA yAti yA priyaM sABisArikA (529) .
banDana	8195	21	martyakARqaH 1350 uddAna-klI,banDana-klI badDo nigaqito nadDaH kIlito yantritaH sitaH .. 438 .. saMdAnitaH saMyataSca syAduddAnaM tu banDanam (439) .
banDana	8196	49	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3868 banDana-klI,dAman-strIklI,sandAna-klI banDanaM dAma saMdAnaM paSurajjustu dAmanI .. 1274 ..
banDanagranTi	8197	37	martyakARqaH 2851 pASa-puM,banDanagranTi-puM pASastu banDanagranTiravapAtAvawO samO .. 931 ..
banDastamBa	8198	47	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3732 AlAna-klI,banDastamBa-puM tottraM veRukamAlAnaM banDastamBo'NkuSaH sfRiH .. 1230 ..
banDu	8199	25	martyakARqaH 1738 bAnDava-puM,sva-puM,jYAti-puM,svajana-puM,banDu-puM,sagotra-puM BrAtA ca BaginI cApi BrAtarAvaTa bAnDavaH . svo jYAtiH svajano banDuH sagotraSca nijaH punaH .. 561 .. AtmIyaH svaH svakIyaSca sapiRqAstu sanABayaH (562) .
banDujIvaka	8200	45	tiryakkARqaH, vanaspatikAyaH 3446 banDUka-puM,banDujIvaka-puM priyaNguH PalinI SyAmA banDUko banDujIvakaH (1149) .
banDutA	8201	54	sAmAnyakARqaH 4267 banDutA-strI janatA banDutA grAmatA gajatA sahAyatA (1422) .
banDura	8202	55	sAmAnyakARqaH 4324 cAru-vA,hAri-vA,rucira-vA,manohara-vA,valgu-vA,kAnta-vA,aBirAma-vA,banDura-vA,vAma-vA,rucya-vA,suzama-vA,SoBana-vA,maYju-vA,maYjula-vA,manorama-vA,sADu-vA,ramya-vA,manojYa-vA,peSala-vA,hfdya-vA,sundara-vA,kAmya-vA,kamra-vA,kamanIya-vA,sOmya-vA,maDura-vA,priya-vA cAru hAri ruciraM manoharaM valgu kAntamaBirAmabanDure . vAmarucyasuzamARi SoBanaM maYjumaYjulamanoramARi ca .. 1444 .. sADuramyamanojYAni peSalaM hfdyasundare . kAmyaM kamraM kamanIyaM sOmyaM ca maDuraM priyam .. 1445 ..
banDura	8203	55	sAmAnyakARqaH 4369 banDura-klI,unnatAnata-klI banDuraM tUnnatAnataM sTapuwaM vizamonnatam (1468) .
banDula	8204	24	martyakARqaH 1702 banDula-puM,bAnDakineya-puM,kOlawera-puM,asatIsuta-puM banDulo bAnDakineyaH kOlawero'satIsutaH .. 548 ..
banDUka	8205	45	tiryakkARqaH, vanaspatikAyaH 3446 banDUka-puM,banDujIvaka-puM priyaNguH PalinI SyAmA banDUko banDujIvakaH (1149) .
bappIha	8206	51	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 3997 cAtaka-puM,stokaka-puM,bappIha-puM,sAraNga-puM,naBo'mbupa-puM cAtakaH stokako bappIhaH sAraNgo naBo'mbupaH .. 1329 ..
baBru	8207	13	devakARqaH 692 vizRu-puM,jizRu-puM,janArdana-puM,harikeSa-puM,hfzIkeSa-puM,acyuta-puM,keSava-puM,dASArha-puM,puruzottama-puM,abDiSayana-puM,upendra-puM,aja-puM,indrAnuja-puM,vizvaksena-puM,narAyaRa-puM,jalaSaya-puM,nArAyaRa-puM,SrIpati-puM,dEtyAri-puM,purARapuruza-puM,yajYapuruza-puM,tArkzyaDvaja-puM,aDokzaja-puM,govinda-puM,zaqbindu-puM,mukunda-puM,kfzRa-puM,vEkuRWa-puM,padmeSaya-puM,padmanABa-puM,vfzAkapi-puM,mADava-puM,vAsudeva-puM,viSvamBara-puM,SrIDara-puM,viSvarUpa-puM,dAmodara-puM,SOri-puM,sanAtana-puM,viDu-puM,pItAmbara-puM,mArja-puM,jIna-puM,kumodaka-puM,trivikrama-puM,jahnu-puM,caturBuja-puM,punarvasu-puM,SatAvarta-puM,gadAgraja-puM,svaBU-puM,muYjakeSin-puM,vanamAlin-puM,puRqarIkAkza-puM,baBru-puM,SaSabindu-puM,pfSniSfNga-puM,DaraRIDara-puM,pARqavAyana-puM,suvarRabindu-puM,SrIvatsa-puM,devakIsUnu-puM,gopendra-puM,vizwaraSravas-puM,somasinDu-puM,jagannATa-puM,govarDanaDara-puM,yadunATa-puM,gadABft-puM,SArNgaBft-puM,cakraBft-puM,SrIvatsaBft-puM,SaNKaBft-puM vizRurjizRujanArdanO harihfzIkeSAcyutAH keSavo dASArhaH puruzottamo'bDiSayanopendrAvajendrAnujO . vizvaksenanarAyaRO jalaSayo nArAyaRaH SrIpati- rdEtyAriSca purARayajYapuruzastArkzyaDvajo'DokzajaH .. 214 .. govindazaqbindumukundakfzRA vEkuRWapadmeSayapadmanABAH . vfzAkapirmADavavAsudevO viSvaMBaraH SrIDaraviSvarUpO .. 215 .. dAmodaraH SOrisanAtanO viDuH pItAmbaro mArjajinO kumodakaH . trivikramo jahnucaturBujO punarvasuH SatAvartagadAgrajO svaBUH .. 216 .. muYjakeSivanamAlipuRqarIkAkzavaBruSaSabinduveDasaH . pfSniSfNgaDaraRIDarAtmaBUH pARqavAyanasuvarRabindavaH .. 217 .. SrIvatso devakIsUnurgopendro vizwaraSravAH . somasinDurjagannATo govarDanaDaro'pi ca .. 218 .. yadunATo gadASArNgacakraSrIvatsaSaNKaBft (219) .
baBru	8208	21	martyakARqaH 1392 Kalati-puM,KalvAwa-puM,Endraluptika-puM,Sipivizwa-puM,baBru-puM paNguH SroRaH Kalatistu KalvAwa EndraluptikaH .. 452 .. Sipivizwo baBruraTa kARaH kanana ekadfk (453) .
baBru	8209	50	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3933 nakula-puM,piNgala-puM,sarpahan-puM,baBru-puM jAhako gAtrasaMkocI maRqalI nakulaH punaH . piNgalaH sarpahA baBruH sarpo'hiH pavanASanaH .. 1302 .. BogI BujaMgaBujagAvurago dvijihvavyAlO BujaMgamasarIsfpadIrGajihvAH . kAkodaro vizaDaraH PaRaBftpfdAkurdfkkarRakuRqalibileSayadandaSUkAH .. 1303 .. darvIkaraH kaYcukicakrigUQapAtpannagA jihmagalelihAnO . kumBInasASIvizadIrGapfzWAH syAdrAjasarpastu BujaMgaBojI .. 1304 ..
baBru	8210	53	sAmAnyakARqaH 4165 pItarakta-puM,piYjara-puM,kapila-puM,piNgala-puM,SyAva-puM,piSaNga-puM,kapiSa-puM,hari-puM,baBru-puM,kadru-puM,kaqAra-puM,piNga-puM aruRo bAlasaMDyABaH pItaraktastu piYjaraH . kapilaH piNgalaH SyAvaH piSaNgaH kapiSo hariH .. 1396 .. baBruH kadruH kaqAraSca piNge kfzRastu mecakaH . syAdrAmaH SyAmalaH SyAmaH kAlo nIlo'sitaH SitiH .. 1397 ..
barbara	8211	37	martyakARqaH 2854 vivarRa-puM,pfTagjana-puM,itara-puM,prAkfta-puM,nIca-puM,pAmara-puM,barbara-puM unmATaH kUwayantraM syAdvivarRastu pfTagjanaH . itaraH prAkfto nIcaH pAmaro barbaraSca saH .. 932 ..
barha	8212	44	tiryakkARqaH, vanaspatikAyaH 3360 pattra-puMklI,palASa-klI,Cadana-klI,barha-puMklI,parRa-klI,Cada-puMklI,dala-puMklI pattraM palASaM CadanaM barhaM parRaM CadaM dalam (1123) .
barha	8213	50	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 3977 picCa-klI,barha-klI,SiKaRqaka-puM,prAlAka-puM,kalApa-puM peSIkoSo'Rqe kulAyo nIqe kekI tu sarpaBuk . mayUrabarhiRO nIlakaRWo meGasuhfcCiKI .. 1319 .. SuklApANgo'sya vAkkekA picCaM barhaM SiKaRqakaH . pracalAkaH kalApaSca mecakaScandrakaH samO .. 1320 ..
barhiHSuzman	8214	43	tiryakkARqaH, tejaskAyaH 3300 vahni-puM,bfhadBAnu-puM,hiraRyaretas-puM,DanaYjaya-puM,havyASana-puM,havirASana-puM,hutASana-puM,kfpIwayoni-puM,damunas-puM,virocana-puM,ASuSukzaRI-puM,CAgaraTa-puM,tanUnapAd-puM,kfSAnu-puM,vESvAnara-puM,vItihotra-puM,vfzAkapi-puM,pAvaka-puM,citraBAnu-puM,appitta-klI,DUmaDvaja-puM,kfzRavartman-puM,arcizmat-puM,SamIgarBa-puM,tamoGna-puM,Sukra-puM,SocizkeSa-puM,Suci-puM,hutavaha-puM,uzarbuDa-puM,saptajihva-puM,mantrajihva-puM,jvAlAjihva-puM,jvalana-puM,SiKin-puM,jAgfvi-puM,jAtavedas-puM,barhiHSuzman-puM,anilasaKa-puM,vasu-puM,rohitASva-puM,ASrayASa-puM,barhirjyoti-puM,dahana-puM,bahula-puM,havyavAha-puM,anala-puM,agni-puM,viBAvasu-puM,saptArcis-puM,udarcis-puM vahnirbfhadBAnuhiraRyaretasO DanaMjayo havyahavirhutASanaH . kfpIwayonirdamunA virocanASuSukzaRI CAgaraTastanUnapAt .. 1097 .. kfSAnuvESvAnaravItihotrA vfzAkapiH pAvakacitraBAnU . appittaDUmaDvajakfzRavartmArcizmacCamIgarBatamoGnaSukrAH .. 1098 .. SocizkeSaH SucihutavahozarbuDAH saptamantra- jvAlAjihvo jvalanaSiKinO jAgfvirjAtavedAH . barhiHSuzmAnilasaKavasU rohitASvASrayASO barhirjyotirdahanabahulO havyavAho'nalo'gniH .. 1099 .. viBAvasuH saptodarciH svAhAgneyI priyAsya ca (1100) .
barhiRa	8215	50	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 3975 kekin-puM,sarpaBuj-puM,mayUra-puM,barhiRa-puM,nIlakaRWa-puM,meGasuhfd-puM,SiKin-puM,SuklApANga-puM peSIkoSo'Rqe kulAyo nIqe kekI tu sarpaBuk . mayUrabarhiRO nIlakaRWo meGasuhfcCiKI .. 1319 .. SuklApANgo'sya vAkkekA picCaM barhaM SiKaRqakaH . pracalAkaH kalApaSca mecakaScandrakaH samO .. 1320 ..
barhirjyoti	8216	43	tiryakkARqaH, tejaskAyaH 3300 vahni-puM,bfhadBAnu-puM,hiraRyaretas-puM,DanaYjaya-puM,havyASana-puM,havirASana-puM,hutASana-puM,kfpIwayoni-puM,damunas-puM,virocana-puM,ASuSukzaRI-puM,CAgaraTa-puM,tanUnapAd-puM,kfSAnu-puM,vESvAnara-puM,vItihotra-puM,vfzAkapi-puM,pAvaka-puM,citraBAnu-puM,appitta-klI,DUmaDvaja-puM,kfzRavartman-puM,arcizmat-puM,SamIgarBa-puM,tamoGna-puM,Sukra-puM,SocizkeSa-puM,Suci-puM,hutavaha-puM,uzarbuDa-puM,saptajihva-puM,mantrajihva-puM,jvAlAjihva-puM,jvalana-puM,SiKin-puM,jAgfvi-puM,jAtavedas-puM,barhiHSuzman-puM,anilasaKa-puM,vasu-puM,rohitASva-puM,ASrayASa-puM,barhirjyoti-puM,dahana-puM,bahula-puM,havyavAha-puM,anala-puM,agni-puM,viBAvasu-puM,saptArcis-puM,udarcis-puM vahnirbfhadBAnuhiraRyaretasO DanaMjayo havyahavirhutASanaH . kfpIwayonirdamunA virocanASuSukzaRI CAgaraTastanUnapAt .. 1097 .. kfSAnuvESvAnaravItihotrA vfzAkapiH pAvakacitraBAnU . appittaDUmaDvajakfzRavartmArcizmacCamIgarBatamoGnaSukrAH .. 1098 .. SocizkeSaH SucihutavahozarbuDAH saptamantra- jvAlAjihvo jvalanaSiKinO jAgfvirjAtavedAH . barhiHSuzmAnilasaKavasU rohitASvASrayASO barhirjyotirdahanabahulO havyavAho'nalo'gniH .. 1099 .. viBAvasuH saptodarciH svAhAgneyI priyAsya ca (1100) .
barhirmuKa	8217	7	devakARqaH 342 amara-puM,deva-puM,suparvan-puM,sura-puM,nirjara-puM,devatA-puM,fBu-puM,barhirmuKa-puM,animiza-puM,dEvata-puM,nAkin-puM,leKa-puM,vfndAraka-puM,sumanas-puM,tridaSa-puM,amartya-puM,svAhABuj-puM,svaDABuj-puM,kratuBuj-puM,Aditeya-puM,gIrvARa-puM,marut-puM,asvapna-puM,vibuDa-puM,dAnavAri-puM svargastrivizwapaM dyodivO BuvistavizatAvizO nAkaH . gOstridivamUrDvalokaH surAlayastatsadastvamarAH .. 87 .. devAH suparvasuranirjaradevatarBubarhirmuKAnimizadEvatanAkileKAH . vfndArakAH sumanasastridaSA amartyAH svAhAsvaDAkratusuDABuja AditeyAH .. 88 .. gIrvARA maruto'svapnA vibuDA dAnavArayaH (89) .
barhirmuzwi	8218	34	martyakARqaH 2541 barhirmuzwi-strI,vizwara-puMklI izwApUrtaM taduBayaM barhirmuzwistu vizwaraH (835) .
barhis	8219	33	martyakARqaH 2490 yajYa-puM,yAga-puM,sava-puM,sattra-klI,stoma-puM,manyu-puM,maKa-klI,kratu-puM,saMstara-puM,saptatantu-puM,vitAna-puMklI,barhis-klI,aDvara-puM yajYo yAgaH savaH sattraM stomo manyurmaKaH kratuH . saMstaraH saptatantuSca vitAnaM barhiraDvaraH .. 820 ..
barhis	8220	46	tiryakkARqaH, vanaspatikAyaH 3580 darBa-puM,kuSa-puMklI,kuTa-puM,barhis-puMklI,pavitra-klI darBaH kuSaH kuTo barhiH pavitramaTa tejanaH . gundro muYjaH Saro dUrvA tvanantA SataparvikA .. 1192 .. haritAlI ruhA powagalastu Damano naqaH (1193) .
bala	8221	11	devakARqaH 602 bala-puM dvizaH pAko'drayo vftraH pulomA namucirbalaH .. 174 .. jamBaH priyA SacIndrARI pOlomI jayavAhinI (175) .
bala	8222	27	martyakARqaH 1921 Sukra-klI,retas-klI,bala-klI,vIrya-klI,bIja-klI,majjasamudBava-klI,AnandapraBava-klI,puMstva-klI,indriya-klI,kiwwavarjita-klI,pOruza-klI,praDAnaDAtu-puM SukraM reto balaM vIryaM bIjaM majjasamudBavam . AnandapraBavaM puMstvamindriyaM kiwwavarjitam .. 629 .. pOruzaM praDAnaDAturloma roma tanUruham (630) .
bala	8223	30	martyakARqaH 2164 bala-klI svAmyamAtyaH suhftkoSo rAzwradurgabalAni ca . rAjyANgAni prakftayaH pOrARAM SreRayo'pi ca .. 714 ..
bala	8224	31	martyakARqaH 2262 vAhinI-strI,pftanA-strI,senA-strI,bala-klI,sEnya-klI,anIkinI-strI,kawaka-klI,DvajinI-strI,tantra-klI,daRqa-puM,anIka-klI,patAkinI-strI,varUTinI-strI,camU-strI,cakra-puMklI,skanDAvAra-puM vAhinI pftanA senA balaM sEnyamanIkinI .. 745 .. kawakaM DvajinI tantraM daRqo'nIkaM patAkinI . varUTinA camUScakraM skanDavAro'sya tu sTitiH .. 746 .. SibiraM racanA tu syAdvyUho daRqAdiko yuDi (747) .
bala	8225	32	martyakARqaH 2421 prARa-puM,sTAman-klI,taras-klI,parAkrama-puM,bala-puMklI,dyumna-klI,SOrya-klI,ojas-klI,Suzma-klI,Suzman-klI,Sakti-strI,Urja-puMstrI,sahas-klI prARaH sTAma taraH parAkramabaladyumnAni SOryOjasI SuzmaM Suzma ca SaktirUrjasahasI yudDaM tu saMKyaM kaliH . ;p{0033} saMgrAmAhavasaMprahArasamarA janyaM yudAyoDanaM saMsPowaH kalaho mfDaM praharaRaM saMyadraRo vigrahaH .. 796 .. dvandvaM samAGAtasamAhvayABisaMpAtasaMmardasamitpraGAtAH . AskandanAjipraDanAnyanIkamaByAgamaSca pravidAraRaM ca .. 797 .. samudAyaH samudayo rAwiH samitisaMgarO . aByAmardaH saMparAyaH samIkaM sAMparAyikam .. 798 .. AkrandaH saMyugaScATa niyudDaM tadBujodBavam (799) .
balaturya	8226	52	sAmAnyakARqaH 4126 trivarga-puM,balaturya-puMba trivargA DarmakAmArTAScaturvargaH samokzakAH . balatUryAScaturBadraM pramAdo'navaDAnatA .. 1382 ..
baladeva	8227	13	devakARqaH 729 rAma-puM,halin-puM,musalin-puM,sAttvata-puM,kAmapAla-puM,saNkarzaRa-puM,priyamaDu-puM,bali-puM,rOhiReya-puM,rukmiBid-puM,pralambaBid-puM,yamunABid-puM,ananta-puM,tAlalakzman-puM,ekakuRqala-puM,sitAsita-puM,revatISa-puM,baladeva-puM,balaBadra-puM,nIlavastra-puM,acyutAgraja-puM rAmo halI musalisAttvatakAmapAlAH saMkarzaRaH priyamaDurbalarOhiReyO . rukmipralambayamunABidanantatAlalakzmEkakuRqalasitAsitarevatISAH .. 224 .. ;p{0014} baladevo balaBadro nIlavastro'cyutAgrajaH (225) .
baladeva	8228	29	martyakARqaH 2108 baladeva-puM vAsudevA amI kfzRA nava SuklA balAstvamI .. 697 ..
balaBadra	8229	13	devakARqaH 729 rAma-puM,halin-puM,musalin-puM,sAttvata-puM,kAmapAla-puM,saNkarzaRa-puM,priyamaDu-puM,bali-puM,rOhiReya-puM,rukmiBid-puM,pralambaBid-puM,yamunABid-puM,ananta-puM,tAlalakzman-puM,ekakuRqala-puM,sitAsita-puM,revatISa-puM,baladeva-puM,balaBadra-puM,nIlavastra-puM,acyutAgraja-puM rAmo halI musalisAttvatakAmapAlAH saMkarzaRaH priyamaDurbalarOhiReyO . rukmipralambayamunABidanantatAlalakzmEkakuRqalasitAsitarevatISAH .. 224 .. ;p{0014} baladevo balaBadro nIlavastro'cyutAgrajaH (225) .
balaBadramusala	8230	14	devakARqaH 730 balaBadramusala-klI,sOnanda-klI musalaM tvasya sOnandaM halaM saMvartakAhvayam .. 225 ..
balaBadrahala	8231	14	devakARqaH 731 balaBadrahala-klI,saMvartaka-klI musalaM tvasya sOnandaM halaM saMvartakAhvayam .. 225 ..
balavat	8232	57	avyayavargaH 4564 balavat-a,suzWu-a,kimuta-a,atIva-a,nirBara-puM SaM suKe balavatsuzWu kimutAtIva nirBare (1535) .
balahInatA	8233	17	devakARqaH 1050 glAni-strI,balahInatA-strI praboDastu vinidratvaM glAnistu baladInatA (319) .
balA	8234	5	devADidevakARqaH 154 balA-strI cakreSvaryajitabalA duritAriSca kAlikA . mahAkAlI SyAmA SAntA BfkuwiSca sutArakA .. 44 .. aSokA mAnavI caRqA viditA cANkuSA taTA . kaMdarpA nirvARI balA DAriRI DaraRapriyA .. 45 .. naradattATa gAnDAryambikA padmAvatI taTA . sidDAyikA ceti jEnyaH kramAcCAsanadevatAH .. 46 ..
balAka	8235	51	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 4005 balAhaka-puM,balAka-puM balAhakaH syAdbalAko balAkA bisakaRWikA (1333) .
balAkA	8236	51	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 4006 balAkA-strI,bisakaRWikA-strI balAhakaH syAdbalAko balAkA bisakaRWikA (1333) .
balANgaka	8237	10	devakARqaH 540 vasanta-puM,izya-puM,suraBi-puM,puzpakAla-puM,balANgaka-puM vasanta izyaH suraBiH puzpakAlo balANgakaH .. 156 ..
balAwa	8238	46	tiryakkARqaH, vanaspatikAyaH 3510 mudga-puM,praTana-puM,loBya-puM,balAwa-puM,harita-puM,hari-puM mudgastu praTano loByo balAwo harito hariH (1172) .
balAtkAra	8239	33	martyakARqaH 2439 balAtkAra-puM,prasaBa-klI,haWa-puM balAtkArastu prasaBaM haWo'Ta sKalitaM Calam .. 804 ..
balASa	8240	22	martyakARqaH 1426 kaPa-puM,Slezman-puM,balASa-puM,snehaBU-puM,Kawa-puM pittaM mAyuH kaPaH SlezmA balASaH snehaBUH KawaH (462) .
balAhaka	8241	10	devakARqaH 559 naBrAj-puM,taqitvat-puM,mudira-puM,GanAGana-puM,aBra-klI,DUmayoni-puM,stanayitnu-puM,meGa-puM,jImUta-puM,parjanya-puM,balAhaka-puM,Gana-puM,DArADara-puM,jalavAha-puM,jalada-puM,jalamuc-puM,jalaDara-puM naBrAwtaqitvAnmudiro GanAGano'BraM DUmayonistanayitnumeGAH . jImUtaparjanyabalAhakA Gano DArADaro vAhadamugDarA jalAt .. 164 ..
balAhaka	8242	50	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3952 balAhaka-puM aTa kambalASvataraDftarAzwrabalAhakAH . ityAdayo'pare nAgAstattatkulasamudBavAH .. 1311 ..
balAhaka	8243	51	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 4005 balAhaka-puM,balAka-puM balAhakaH syAdbalAko balAkA bisakaRWikA (1333) .
bali	8244	13	devakARqaH 716 bali-puM maDuDenukacARUrapUtanAyamalArjunAH .. 219 .. kAlanemihayagrIvaSakawArizwakEwaBAH . kaMsaH keSimurO sAlvamEndadvividarAhavaH .. 220 .. hiraRyakaSipurvARaH kAliyo narako baliH . SiSupAlaScAsya vaDyA vEnateyastu vAhanam .. 221 ..
